par_id,codigo_1,codigo_2,municipio,establecimiento_1,establecimiento_2,similitud_nombre,direccion,jornada,plan,decision,justificacion
902,03-16-1315-46,03-16-1442-46,Santa Catarina Barahona,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,100.0,CALLE PRINCIPAL,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
903,07-06-0098-46,07-06-0101-46,Santa Catarina Ixtahuacán,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DON PASCUAL TAMBRIZ TZEP""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DON PASCUAL TAMBRIZ TZEP""",100.0,ALDEA LA CEIBA,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
904,22-03-0011-46,22-03-0021-46,Santa Catarina Mita,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,BARRIO EL BARREAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
905,01-02-0012-46,01-02-0036-46,Santa Catarina Pinula,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,100.0,"SECTOR LOS TRES REYES, LOTE 5""E"" ZONA 7 ALDEA EL PAJÓN",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
906,14-01-0195-46,14-01-0199-46,Santa Cruz del Quiché,COLEGIO NUESTRA SEÑORA DEL ROSARIO,COLEGIO NUESTRA SEÑORA DEL ROSARIO,100.0,,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
907,14-01-0181-46,14-01-0242-46,Santa Cruz del Quiché,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,"INSTITUTO PRIVADO MIXTO ""CIENCIA Y CULTURA""",100.0,"1A. CALLE 13-41, ZONA 2",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
908,14-01-0181-46,14-01-1137-46,Santa Cruz del Quiché,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,100.0,"1A. CALLE 13-41, ZONA 2",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
909,14-01-0242-46,14-01-1137-46,Santa Cruz del Quiché,"INSTITUTO PRIVADO MIXTO ""CIENCIA Y CULTURA""",INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,100.0,"1A. CALLE 13-41, ZONA 2",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
910,13-17-0068-46,13-17-0069-46,Santa Eulalia,LICEO TECNOLÓGICO BILINGÜE GUATEMALAN,LICEO TECNOLÓGICO BILINGÜE GUATEMALAN,100.0,CANTÓN ROSARIO,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
911,05-02-0238-46,05-02-0239-46,Santa Lucía Cotzumalguapa,COLEGIO CRISTIANO EMMANUEL,COLEGIO CRISTIANO EMMANUEL,100.0,"1A. CALLE LOTE 10 COLONIA EL BILBAO, ZONA 1",VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
912,05-02-0037-46,05-02-0038-46,Santa Lucía Cotzumalguapa,INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),100.0,2DA. AVENIDA 1-60 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
913,05-02-0068-46,05-02-0069-46,Santa Lucía Cotzumalguapa,"COLEGIO DIOCESANO ""MARÍA AUXILIADORA""","COLEGIO DIOCESANO ""MARÍA AUXILIADORA""",100.0,3A AVENIDA 5-103,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
914,05-02-2044-46,05-02-2651-46,Santa Lucía Cotzumalguapa,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,4A. AVENIDA 2-39 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
915,05-02-0110-46,05-02-0242-46,Santa Lucía Cotzumalguapa,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,4A. AVENIDA 2-39 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
916,05-02-0082-46,05-02-0241-46,Santa Lucía Cotzumalguapa,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,4A. AVENIDA 2-39 ZONA 1,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
917,05-02-0082-46,05-02-2572-46,Santa Lucía Cotzumalguapa,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,4A. AVENIDA 2-39 ZONA 1,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
918,05-02-0241-46,05-02-2572-46,Santa Lucía Cotzumalguapa,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,4A. AVENIDA 2-39 ZONA 1,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
919,05-02-0227-46,05-02-0234-46,Santa Lucía Cotzumalguapa,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO 'BETHEL',INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO 'BETHEL',100.0,4A CALLE 4-59 ZONA 1,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
920,05-02-0032-46,05-02-0047-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",DOBLE,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
921,05-02-0080-46,05-02-0090-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
922,05-02-0080-46,05-02-0091-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
923,05-02-0080-46,05-02-0092-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
924,05-02-0080-46,05-02-0093-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
925,05-02-0080-46,05-02-2402-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
926,05-02-0090-46,05-02-0091-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
927,05-02-0090-46,05-02-0092-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
928,05-02-0090-46,05-02-0093-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
929,05-02-0090-46,05-02-2402-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
930,05-02-0091-46,05-02-0092-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
931,05-02-0091-46,05-02-0093-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
932,05-02-0091-46,05-02-2402-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
933,05-02-0092-46,05-02-0093-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
934,05-02-0092-46,05-02-2402-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
935,05-02-0093-46,05-02-2402-46,Santa Lucía Cotzumalguapa,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
936,05-02-0144-46,05-02-0145-46,Santa Lucía Cotzumalguapa,COLEGIO MIXTO BELÉN,COLEGIO MIXTO BELÉN,100.0,5A AVENIDA 4-65 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
937,05-02-0141-46,05-02-0142-46,Santa Lucía Cotzumalguapa,CENTRO EDUCATIVO LUCIANO CAMPO REAL,CENTRO EDUCATIVO LUCIANO CAMPO REAL,100.0,5A AVENIDA 4-65 ZONA 1,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
938,05-02-0065-46,05-02-0135-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,DOBLE,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
939,05-02-0085-46,05-02-0086-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
940,05-02-0085-46,05-02-0087-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
941,05-02-0085-46,05-02-0088-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
942,05-02-0085-46,05-02-0134-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
943,05-02-0086-46,05-02-0087-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
944,05-02-0086-46,05-02-0088-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
945,05-02-0086-46,05-02-0134-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
946,05-02-0087-46,05-02-0088-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
947,05-02-0087-46,05-02-0134-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
948,05-02-0088-46,05-02-0134-46,Santa Lucía Cotzumalguapa,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,5TA AVENIDA 4-65 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
949,05-02-0044-46,05-02-0220-46,Santa Lucía Cotzumalguapa,COLEGIO MIXTO COTZUMALGUAPA,"""COLEGIO MIXTO COTZUMALGUAPA""",100.0,CALZADA 15 DE SEPTIEMBRE 5-250,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
950,05-02-0043-46,05-02-1878-46,Santa Lucía Cotzumalguapa,COLEGIO MIXTO COTZUMALGUAPA,"""COLEGIO MIXTO COTZUMALGUAPA""",100.0,CALZADA 15 DE SEPTIEMBRE 5-250,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
951,05-02-0232-46,05-02-0265-46,Santa Lucía Cotzumalguapa,INSTITUTO TECNOLÓGICO PROESUR,INSTITUTO TECNOLÓGICO PROESUR,100.0,KM 92.5 CARRETERA A MAZATENANGO,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
952,03-09-0021-46,03-09-0022-46,Santa Lucía Milpas Altas,LICEO SANTA LUCIA,LICEO SANTA LUCIA,100.0,6A. AVENIDA 1-15 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
953,03-09-0056-46,03-09-0057-46,Santa Lucía Milpas Altas,CENTRO EDUCATIVO BILINGUE FASE,CENTRO EDUCATIVO BILINGUE FASE,100.0,"KILOMETRO 31.5 LOTE 23 ZONA 0, ALDEA LA LIBERTAD",MATUTINA,VIRTUAL A DISTANCIA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
954,03-09-0003-46,03-09-0008-46,Santa Lucía Milpas Altas,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,100.0,SEGUNDA AVENIDA Y TERCERA CALLE ZONA 1,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
955,07-04-0042-46,07-04-0091-46,Santa Lucía Utatlán,ESCUELA NORMAL REGIONAL DE OCCIDENTE,ESCUELA NORMAL REGIONAL DE OCCIDENTE,100.0,"CASERIO CIENAGA GRANDE, DEL CANTON CHUCHEXIC",DOBLE,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
956,07-03-0006-46,07-03-0010-46,Santa María Visitación,INSTITUTO PRIVADO LA SALLE,INSTITUTO PRIVADO LA SALLE,100.0,SECTOR LA SALLE,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
957,13-30-0017-46,13-30-0018-46,Santiago Chimaltenango,"COLEGIO INTERCULTURAL PRIVADO MIXTO ""CIENCIA APLICADA""","COLEGIO INTERCULTURAL PRIVADO MIXTO ""CIENCIA APLICADA""",100.0,CABECERA MUNICIPAL,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
958,03-06-1374-46,03-06-1375-46,Santiago Sacatepéquez,INSTITUTO MIXTO LOMA LINDA,INSTITUTO MIXTO LOMA LINDA,100.0,,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
959,03-06-0015-46,03-06-0016-46,Santiago Sacatepéquez,CENTRO EDUCATIVO LICEO EL CARMEN,CENTRO EDUCATIVO LICEO EL CARMEN,100.0,2A. CALLE 2-21 ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
960,03-05-0023-46,03-05-0024-46,Santo Domingo Xenacoj,COLEGIO LICEO CLASICO MIXTO EN COMPUTACION GUATEMALTECO,COLEGIO LICEO CLASICO MIXTO EN COMPUTACION GUATEMALTECO,100.0,0 CALLE 3-45 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
